subj,b_name,a_name,b_offA,a_on_c,a_off_c,rolling_b_on_c,rolling_b_off_c
p2np_s111,tandarts,pan,309.2412518,100.1586226,-122.7917979,28.06709059,226.471166
p2np_s111,kip,panda,266.0757965,77.73068965,-3.531380859,-79.07284611,170.728943
p2np_s111,ladder,ridder,292.789824,87.97254365,105.9492741,-49.30950501,43.66926897
p2np_s111,doos,rits,149.698985,-39.69238735,63.43606714,-36.72295721,47.05875297
p2np_s111,wolf,schaar,191.1334318,-74.23703035,-34.06263086,34.03325669,-51.61591703
p2np_s111,tang,schaduw,241.0046259,-3.74331335,88.51809814,56.64583269,198.517864
p2np_s111,kast,vlieg,219.2052581,-49.90072035,-58.51219186,2.574512894,286.43947
p2np_s111,doolhof,vliegtuig,-5.535642343,-65.21161835,253.9651471,36.83256099,-8.126169034
p2np_s111,cactus,zebra,210.6714383,19.14441865,112.0762581,-33.85950371,222.597351
p2np_s111,lamp,zee,249.5700968,-11.24238735,-87.62929786,1.293911394,75.39362997
p2np_s112,baby,hemd,205.1088538,-101.6923874,-103.4897139,134.1683988,201.30861
p2np_s112,duivel,mand,219.17006,-6.98405435,-62.64275886,83.82931769,182.047517
p2np_s112,duif,masker,246.9538109,-6.20801235,-26.04001186,70.24670939,-150.5884
p2np_s112,kikker,naald,323.3440276,50.17753165,-21.80757986,-27.36350131,322.039912
p2np_s112,wortel,nagel,320.9436056,33.68261265,1.805016141,48.58946819,206.078128
p2np_s112,tandarts,pan,331.7546562,100.1586226,-122.7917979,7.282000594,165.091485
p2np_s112,kip,panda,396.8507562,77.73068965,-3.531380859,42.66767749,309.95586
p2np_s112,ladder,ridder,125.9133663,87.97254365,105.9492741,-23.63434701,329.457102
p2np_s112,wolf,schaar,303.0277486,-74.23703035,-34.06263086,1.145819794,144.154991
p2np_s112,tang,schaduw,299.1305709,-3.74331335,88.51809814,55.13855409,12.00955097
p2np_s112,kast,vlieg,322.1852827,-49.90072035,-58.51219186,62.99349789,48.37621597
p2np_s112,doolhof,vliegtuig,337.55721,-65.21161835,253.9651471,22.05139549,90.22411397
p2np_s112,cactus,zebra,198.4998703,19.14441865,112.0762581,76.71661549,-55.19187403
p2np_s112,lamp,zee,264.0852605,-11.24238735,-87.62929786,-7.221686706,245.59552
p2np_s113,baby,hemd,365.2485356,-101.6923874,-103.4897139,39.99370669,59.78972797
p2np_s113,been,herder,375.4425524,98.54372365,88.26412314,191.8557821,28.13842897
p2np_s113,duif,masker,357.5240434,-6.20801235,-26.04001186,33.32753739,333.686046
p2np_s113,wortel,nagel,240.7171484,33.68261265,1.805016141,4.242230294,119.117471
p2np_s113,tandarts,pan,574.6332216,100.1586226,-122.7917979,27.92691909,56.46104697
p2np_s113,kip,panda,366.3644365,77.73068965,-3.531380859,140.9689747,93.60757797
p2np_s113,ladder,ridder,250.9028761,87.97254365,105.9492741,138.9318292,68.73557697
p2np_s113,doos,rits,451.3273008,-39.69238735,63.43606714,52.42561509,319.589646
p2np_s113,wolf,schaar,442.4115984,-74.23703035,-34.06263086,14.27699479,235.084488
p2np_s113,tang,schaduw,231.6778288,-3.74331335,88.51809814,103.8893798,116.34467
p2np_s113,kast,vlieg,346.5101234,-49.90072035,-58.51219186,84.74139379,209.370644
p2np_s113,cactus,zebra,273.9304633,19.14441865,112.0762581,49.75636229,200.582014
p2np_s113,lamp,zee,311.3724806,-11.24238735,-87.62929786,45.28867439,489.270941
p2np_s114,baby,hemd,18.35860528,-101.6923874,-103.4897139,-133.0711343,103.266149
p2np_s114,been,herder,52.02463438,98.54372365,88.26412314,-199.230985,100.376233
p2np_s114,duivel,mand,39.72129052,-6.98405435,-62.64275886,-180.4286358,226.98477
p2np_s114,duif,masker,111.7197027,-6.20801235,-26.04001186,-220.9939586,-41.03059403
p2np_s114,kikker,naald,46.58755242,50.17753165,-21.80757986,-208.69605,233.645124
p2np_s114,wortel,nagel,94.25303293,33.68261265,1.805016141,-206.4132224,318.129307
p2np_s114,tandarts,pan,169.0921791,100.1586226,-122.7917979,-161.6487565,219.879236
p2np_s114,kip,panda,190.8883446,77.73068965,-3.531380859,-190.5089149,238.947131
p2np_s114,ladder,ridder,93.47009706,87.97254365,105.9492741,-135.6947143,-74.90225703
p2np_s114,tang,schaduw,126.665479,-3.74331335,88.51809814,-206.1437411,240.897525
p2np_s114,kast,vlieg,20.10991561,-49.90072035,-58.51219186,-127.7062026,-5.814981034
p2np_s114,cactus,zebra,50.68754429,19.14441865,112.0762581,-150.5804463,2.896043966
p2np_s114,lamp,zee,187.0552932,-11.24238735,-87.62929786,-183.9072549,116.24465
p2np_s115,baby,hemd,215.0509177,-101.6923874,-103.4897139,14.22196039,183.916136
p2np_s115,been,herder,151.984991,98.54372365,88.26412314,49.03816159,-93.68928303
p2np_s115,duivel,mand,281.7613853,-6.98405435,-62.64275886,-78.62121891,84.13309197
p2np_s115,duif,masker,135.2190566,-6.20801235,-26.04001186,-35.16950121,65.39698397
p2np_s115,kikker,naald,293.8679412,50.17753165,-21.80757986,-54.44737441,176.690181
p2np_s115,wortel,nagel,185.6596549,33.68261265,1.805016141,-41.71565031,269.230776
p2np_s115,tandarts,pan,307.9028454,100.1586226,-122.7917979,-37.77715111,376.299164
p2np_s115,kip,panda,365.4303216,77.73068965,-3.531380859,-27.42250471,87.59456197
p2np_s115,ladder,ridder,173.9454074,87.97254365,105.9492741,14.02462589,-22.39563603
p2np_s115,doos,rits,269.9196696,-39.69238735,63.43606714,-69.71545981,461.482471
p2np_s115,doolhof,vliegtuig,-99.39699322,-65.21161835,253.9651471,15.22748179,-63.39752903
p2np_s115,lamp,zee,353.8844732,-11.24238735,-87.62929786,-44.67526331,127.561957
p2np_s116,baby,hemd,185.5506472,-101.6923874,-103.4897139,-90.34071681,112.093055
p2np_s116,duif,masker,252.3086637,-6.20801235,-26.04001186,-117.3102095,107.961334
p2np_s116,kikker,naald,236.7385342,50.17753165,-21.80757986,-58.95338081,103.186276
p2np_s116,tandarts,pan,292.5349908,100.1586226,-122.7917979,-26.05329521,-50.89824703
p2np_s116,kip,panda,203.3245087,77.73068965,-3.531380859,-138.6374048,142.754098
p2np_s116,ladder,ridder,96.68853243,87.97254365,105.9492741,12.05042049,143.683649
p2np_s116,doos,rits,247.8453937,-39.69238735,63.43606714,-30.20141521,82.02413597
p2np_s116,wolf,schaar,162.8822279,-74.23703035,-34.06263086,-15.05132071,89.56920197
p2np_s116,tang,schaduw,172.0949212,-3.74331335,88.51809814,-69.70940681,135.423755
p2np_s116,kast,vlieg,284.3632718,-49.90072035,-58.51219186,-88.65457191,81.44965197
p2np_s116,doolhof,vliegtuig,-88.08111031,-65.21161835,253.9651471,-66.42700211,1.426054966
p2np_s116,cactus,zebra,153.813421,19.14441865,112.0762581,-159.8415949,193.580883
p2np_s116,lamp,zee,352.3156274,-11.24238735,-87.62929786,-121.9054081,159.848259
p2np_s117,baby,hemd,315.4479945,-101.6923874,-103.4897139,-18.47009471,355.204042
p2np_s117,been,herder,116.4298371,98.54372365,88.26412314,24.40353029,372.426
p2np_s117,duivel,mand,177.3341553,-6.98405435,-62.64275886,-34.85008691,173.781833
p2np_s117,duif,masker,286.5974689,-6.20801235,-26.04001186,38.47287869,85.74700697
p2np_s117,kikker,naald,261.9621897,50.17753165,-21.80757986,59.86905319,71.38731897
p2np_s117,wortel,nagel,195.4257166,33.68261265,1.805016141,2.638311094,343.156563
p2np_s117,tandarts,pan,469.8624391,100.1586226,-122.7917979,-113.0216712,249.531774
p2np_s117,kip,panda,225.7048881,77.73068965,-3.531380859,34.71271549,248.329634
p2np_s117,ladder,ridder,227.3748634,87.97254365,105.9492741,-6.277034606,175.484073
p2np_s117,doos,rits,179.6165963,-39.69238735,63.43606714,-134.3194211,253.879585
p2np_s117,kast,vlieg,230.0245327,-49.90072035,-58.51219186,-42.46430211,185.55969
p2np_s117,doolhof,vliegtuig,-134.1983122,-65.21161835,253.9651471,-57.60388541,169.988517
p2np_s117,cactus,zebra,142.7846897,19.14441865,112.0762581,-107.7295152,245.5224
p2np_s117,lamp,zee,456.3003688,-11.24238735,-87.62929786,-42.69321891,440.91152
p2np_s118,duivel,mand,123.1881546,-6.98405435,-62.64275886,-74.25587981,47.94509297
p2np_s118,wortel,nagel,113.7539745,33.68261265,1.805016141,-84.46504921,15.84093397
p2np_s118,tandarts,pan,339.4319492,100.1586226,-122.7917979,-46.73192571,-30.27134503
p2np_s118,kip,panda,354.8301947,77.73068965,-3.531380859,-19.70031241,284.333807
p2np_s118,ladder,ridder,142.1260683,87.97254365,105.9492741,-40.90584321,155.90532
p2np_s118,doos,rits,135.7772815,-39.69238735,63.43606714,13.79096929,221.202765
p2np_s118,wolf,schaar,122.72705,-74.23703035,-34.06263086,-73.10164921,-1.854138034
p2np_s118,tang,schaduw,206.5711685,-3.74331335,88.51809814,-22.08309401,405.878638
p2np_s118,kast,vlieg,334.1046579,-49.90072035,-58.51219186,-79.56427181,309.882198
p2np_s118,doolhof,vliegtuig,5.117300746,-65.21161835,253.9651471,-5.858955406,180.357257
p2np_s118,cactus,zebra,208.4731797,19.14441865,112.0762581,-23.88232121,307.798254
p2np_s118,lamp,zee,318.505793,-11.24238735,-87.62929786,-34.95752001,409.173261
p2np_s119,baby,hemd,110.558646,-101.6923874,-103.4897139,-78.19279471,356.139985
p2np_s119,been,herder,158.5326561,98.54372365,88.26412314,-104.8233422,144.605128
p2np_s119,duivel,mand,18.89527077,-6.98405435,-62.64275886,-102.1304246,-49.34826003
p2np_s119,kikker,naald,163.0313128,50.17753165,-21.80757986,-109.4578811,224.06371
p2np_s119,wortel,nagel,46.11125362,33.68261265,1.805016141,-74.23808891,273.246463
p2np_s119,tandarts,pan,291.9219706,100.1586226,-122.7917979,-113.2171168,-62.09688203
p2np_s119,kip,panda,193.3546616,77.73068965,-3.531380859,-98.62849991,295.399181
p2np_s119,ladder,ridder,153.594553,87.97254365,105.9492741,-123.2876029,-96.22036503
p2np_s119,tang,schaduw,71.40260645,-3.74331335,88.51809814,-66.25244791,-85.85353503
p2np_s119,kast,vlieg,84.69813328,-49.90072035,-58.51219186,-93.11315181,114.131989
p2np_s119,cactus,zebra,59.46015127,19.14441865,112.0762581,-85.13382971,231.440551
p2np_s119,lamp,zee,129.6257997,-11.24238735,-87.62929786,-210.7532731,38.56901597
p2np_s120,baby,hemd,50.05031175,-101.6923874,-103.4897139,-160.1131767,449.868817
p2np_s120,been,herder,14.23202041,98.54372365,88.26412314,-105.0480624,171.147175
p2np_s120,duif,masker,157.2092403,-6.20801235,-26.04001186,-144.2350912,220.56259
p2np_s120,tandarts,pan,294.4106833,100.1586226,-122.7917979,-181.8535849,316.763435
p2np_s120,kip,panda,131.9334654,77.73068965,-3.531380859,-82.82903541,282.984117
p2np_s120,doos,rits,119.3018917,-39.69238735,63.43606714,-118.6159968,32.27195197
p2np_s120,wolf,schaar,134.0522959,-74.23703035,-34.06263086,-143.9273198,278.216016
p2np_s120,tang,schaduw,196.8714215,-3.74331335,88.51809814,-164.356572,132.624428
p2np_s120,kast,vlieg,171.0621651,-49.90072035,-58.51219186,-135.1927055,66.36814697
p2np_s120,doolhof,vliegtuig,-159.8510554,-65.21161835,253.9651471,-138.2172355,174.386551
p2np_s120,cactus,zebra,104.7793576,19.14441865,112.0762581,-105.7131151,203.194612
p2np_s120,lamp,zee,201.9073038,-11.24238735,-87.62929786,-168.4274839,123.943192
p2np_s121,baby,hemd,131.8811737,-101.6923874,-103.4897139,22.76282579,308.474183
p2np_s121,been,herder,1344.433662,98.54372365,88.26412314,25.37232629,0.947475966
p2np_s121,duivel,mand,320.2641082,-6.98405435,-62.64275886,3.588227994,219.202574
p2np_s121,duif,masker,231.6654958,-6.20801235,-26.04001186,219.8143386,285.788133
p2np_s121,kikker,naald,227.1352021,50.17753165,-21.80757986,42.50238979,173.029291
p2np_s121,wortel,nagel,241.0372566,33.68261265,1.805016141,126.2250136,292.666621
p2np_s121,tandarts,pan,510.477682,100.1586226,-122.7917979,238.9896476,128.505804
p2np_s121,ladder,ridder,351.3563293,87.97254365,105.9492741,14.00738059,312.439913
p2np_s121,doos,rits,215.1575219,-39.69238735,63.43606714,-16.13644611,142.72945
p2np_s121,wolf,schaar,214.8505495,-74.23703035,-34.06263086,20.58608809,99.03094497
p2np_s121,doolhof,vliegtuig,5.515688151,-65.21161835,253.9651471,-4.127566806,266.978721
p2np_s121,lamp,zee,333.5878038,-11.24238735,-87.62929786,18.81633339,208.596193
p2np_s122,duivel,mand,232.512828,-6.98405435,-62.64275886,-147.0737813,83.52087097
p2np_s122,duif,masker,133.2033731,-6.20801235,-26.04001186,9.118026894,273.079293
p2np_s122,kikker,naald,319.1476837,50.17753165,-21.80757986,-25.84664821,182.381215
p2np_s122,wortel,nagel,159.9680956,33.68261265,1.805016141,18.51237149,176.83997
p2np_s122,kip,panda,204.0508142,77.73068965,-3.531380859,-29.27684481,141.669042
p2np_s122,ladder,ridder,328.858985,87.97254365,105.9492741,-42.17283181,182.791634
p2np_s122,wolf,schaar,116.0182823,-74.23703035,-34.06263086,-143.6367631,89.00426097
p2np_s122,tang,schaduw,186.6686986,-3.74331335,88.51809814,-66.24983621,307.968358
p2np_s122,kast,vlieg,218.3836246,-49.90072035,-58.51219186,-56.83381841,262.029406
p2np_s122,doolhof,vliegtuig,-260.1455501,-65.21161835,253.9651471,-51.62611971,202.281594
p2np_s122,cactus,zebra,188.8379865,19.14441865,112.0762581,-132.9236211,170.822406
p2np_s122,lamp,zee,188.1643144,-11.24238735,-87.62929786,-10.21204181,197.86005
p2np_s123,been,herder,96.20422387,98.54372365,88.26412314,-193.716165,83.84605097
p2np_s123,duivel,mand,188.2995638,-6.98405435,-62.64275886,-170.6035209,345.316588
p2np_s123,kikker,naald,97.13754749,50.17753165,-21.80757986,-59.59203911,280.228215
p2np_s123,wortel,nagel,149.7526761,33.68261265,1.805016141,-186.0067874,80.20152997
p2np_s123,tandarts,pan,568.6256772,100.1586226,-122.7917979,-131.7042258,253.728925
p2np_s123,kip,panda,132.3192779,77.73068965,-3.531380859,-181.3705553,180.173854
p2np_s123,ladder,ridder,101.7241827,87.97254365,105.9492741,-126.8936776,139.460754
p2np_s123,doos,rits,8.257975672,-39.69238735,63.43606714,-93.86622981,64.81295297
p2np_s123,tang,schaduw,134.4218928,-3.74331335,88.51809814,-106.238516,66.09496197
p2np_s123,kast,vlieg,138.9321135,-49.90072035,-58.51219186,-125.650964,183.858033
p2np_s123,doolhof,vliegtuig,-139.5900292,-65.21161835,253.9651471,-147.7052178,269.015226
p2np_s123,cactus,zebra,25.88987725,19.14441865,112.0762581,-151.2315981,223.385964
p2np_s123,lamp,zee,217.6476497,-11.24238735,-87.62929786,-159.9719782,319.775524
p2np_s124,been,herder,408.3389206,98.54372365,88.26412314,328.3261886,-56.22446703
p2np_s124,duivel,mand,526.3186664,-6.98405435,-62.64275886,297.6032602,188.230416
p2np_s124,duif,masker,409.2669951,-6.20801235,-26.04001186,217.6223093,234.942888
p2np_s124,kikker,naald,635.533339,50.17753165,-21.80757986,252.3499914,214.451887
p2np_s124,wortel,nagel,391.8006298,33.68261265,1.805016141,216.4286718,-29.43551803
p2np_s124,tandarts,pan,533.404482,100.1586226,-122.7917979,201.3775061,344.939941
p2np_s124,kip,panda,539.5743517,77.73068965,-3.531380859,119.8897657,249.48145
p2np_s124,ladder,ridder,389.9270122,87.97254365,105.9492741,243.7070026,-42.88207203
p2np_s124,doos,rits,457.6342576,-39.69238735,63.43606714,157.4144229,350.917319
p2np_s124,wolf,schaar,511.7903912,-74.23703035,-34.06263086,303.3130763,-45.20116003
p2np_s124,tang,schaduw,595.3667414,-3.74331335,88.51809814,281.2651256,59.12309197
p2np_s124,kast,vlieg,689.2207451,-49.90072035,-58.51219186,175.8544689,408.438864
p2np_s124,cactus,zebra,302.3183994,19.14441865,112.0762581,310.3499905,-128.035557
p2np_s124,lamp,zee,433.5395978,-11.24238735,-87.62929786,153.3660369,258.174364
p2np_s125,baby,hemd,69.33780232,-101.6923874,-103.4897139,-131.7863058,-64.37494003
p2np_s125,been,herder,99.43604118,98.54372365,88.26412314,-193.5254322,142.851774
p2np_s125,duivel,mand,95.07892787,-6.98405435,-62.64275886,-177.2130849,128.602787
p2np_s125,duif,masker,182.3760666,-6.20801235,-26.04001186,-146.434855,-70.23820803
p2np_s125,kikker,naald,60.82049999,50.17753165,-21.80757986,-124.9346202,-45.47494003
p2np_s125,wortel,nagel,162.1365139,33.68261265,1.805016141,-31.13600361,-175.189154
p2np_s125,tandarts,pan,249.0907035,100.1586226,-122.7917979,-69.12297811,-175.209961
p2np_s125,ladder,ridder,234.2435796,87.97254365,105.9492741,-146.3368662,16.94898197
p2np_s125,doos,rits,123.6272419,-39.69238735,63.43606714,-147.9272935,130.971246
p2np_s125,wolf,schaar,85.91426461,-74.23703035,-34.06263086,-129.7675257,40.81559197
p2np_s125,tang,schaduw,59.15583098,-3.74331335,88.51809814,-141.3378227,312.261133
p2np_s125,kast,vlieg,178.2396268,-49.90072035,-58.51219186,-144.4278493,206.874019
p2np_s125,cactus,zebra,74.25365636,19.14441865,112.0762581,-78.94541621,199.906869
p2np_s126,baby,hemd,65.46864022,-101.6923874,-103.4897139,-60.16596721,18.35249097
p2np_s126,been,herder,6.445747681,98.54372365,88.26412314,-153.5616716,389.019733
p2np_s126,duivel,mand,37.40453276,-6.98405435,-62.64275886,-165.2608564,307.476008
p2np_s126,duif,masker,84.61452188,-6.20801235,-26.04001186,-189.5792989,260.207121
p2np_s126,kikker,naald,78.63039869,50.17753165,-21.80757986,-171.6798919,261.154163
p2np_s126,wortel,nagel,96.0059568,33.68261265,1.805016141,-122.3884761,225.669076
p2np_s126,tandarts,pan,287.7610128,100.1586226,-122.7917979,-82.13324141,1.601240966
p2np_s126,kip,panda,177.9246422,77.73068965,-3.531380859,-146.3102578,103.680728
p2np_s126,tang,schaduw,106.4024271,-3.74331335,88.51809814,-148.2717384,26.77164297
p2np_s126,kast,vlieg,72.88840976,-49.90072035,-58.51219186,-173.5060296,316.513219
p2np_s126,doolhof,vliegtuig,-107.8171758,-65.21161835,253.9651471,-127.6482337,96.66281897
p2np_s126,cactus,zebra,153.254756,19.14441865,112.0762581,-176.659976,173.224849
p2np_s126,lamp,zee,233.1352487,-11.24238735,-87.62929786,-111.7437662,105.57262
p2np_s127,baby,hemd,212.2990333,-101.6923874,-103.4897139,32.54032179,179.537591
p2np_s127,been,herder,161.1951191,98.54372365,88.26412314,47.48393109,160.024015
p2np_s127,duif,masker,190.097624,-6.20801235,-26.04001186,81.63380549,304.477378
p2np_s127,kikker,naald,290.3872342,50.17753165,-21.80757986,-27.55774131,158.560523
p2np_s127,wortel,nagel,302.4067221,33.68261265,1.805016141,26.09432379,-102.544557
p2np_s127,tandarts,pan,420.9038358,100.1586226,-122.7917979,19.24145829,326.757399
p2np_s127,kip,panda,340.4374858,77.73068965,-3.531380859,66.92210179,-29.29424903
p2np_s127,ladder,ridder,512.7893487,87.97254365,105.9492741,26.13110529,242.331266
p2np_s127,doos,rits,111.2604026,-39.69238735,63.43606714,91.95724299,281.079248
p2np_s127,wolf,schaar,194.6520147,-74.23703035,-34.06263086,-28.20638931,322.814491
p2np_s127,kast,vlieg,275.8863809,-49.90072035,-58.51219186,35.25123569,180.733415
p2np_s127,doolhof,vliegtuig,-71.15564382,-65.21161835,253.9651471,93.17311449,214.417612
p2np_s127,cactus,zebra,296.7818351,19.14441865,112.0762581,82.82326209,-29.94831703
p2np_s127,lamp,zee,345.34122,-11.24238735,-87.62929786,-0.476110606,66.56552397
p2np_s128,baby,hemd,264.8925579,-101.6923874,-103.4897139,-33.24928651,262.411769
p2np_s128,kikker,naald,406.442269,50.17753165,-21.80757986,-149.1820993,339.678244
p2np_s128,kip,panda,944.3183365,77.73068965,-3.531380859,285.7246914,106.263284
p2np_s128,ladder,ridder,139.2772861,87.97254365,105.9492741,-256.6239926,455.777747
p2np_s128,doos,rits,143.8220662,-39.69238735,63.43606714,366.2874471,150.44644
p2np_s128,wolf,schaar,157.7097008,-74.23703035,-34.06263086,2.697290494,158.164438
p2np_s128,tang,schaduw,58.08634235,-3.74331335,88.51809814,38.19920799,145.599037
p2np_s128,kast,vlieg,217.1263041,-49.90072035,-58.51219186,393.9467527,169.741705
p2np_s128,doolhof,vliegtuig,-92.34991446,-65.21161835,253.9651471,206.188193,187.928389
p2np_s128,cactus,zebra,470.7989319,19.14441865,112.0762581,370.8357567,104.723552
p2np_s129,baby,hemd,513.7580651,-101.6923874,-103.4897139,227.793731,131.482492
p2np_s129,duivel,mand,443.280673,-6.98405435,-62.64275886,281.8206139,107.111251
p2np_s129,duif,masker,710.7539444,-6.20801235,-26.04001186,185.1273862,33.79898597
p2np_s129,kikker,naald,485.2340165,50.17753165,-21.80757986,402.9470941,428.575086
p2np_s129,wortel,nagel,608.5447775,33.68261265,1.805016141,422.9765669,644.508974
p2np_s129,tandarts,pan,798.7134357,100.1586226,-122.7917979,225.740144,157.843612
p2np_s129,kip,panda,443.9387779,77.73068965,-3.531380859,307.7894421,284.675533
p2np_s129,ladder,ridder,483.6764453,87.97254365,105.9492741,449.1966931,475.754669
p2np_s129,tang,schaduw,624.6561641,-3.74331335,88.51809814,391.0343348,395.862832
p2np_s129,kast,vlieg,431.0004895,-49.90072035,-58.51219186,340.2512102,388.483576
p2np_s129,doolhof,vliegtuig,375.6378966,-65.21161835,253.9651471,236.0278194,72.82708897
p2np_s129,cactus,zebra,476.5154477,19.14441865,112.0762581,413.4264804,257.457504
p2np_s129,lamp,zee,537.4137475,-11.24238735,-87.62929786,204.8782513,219.255427
p2np_s131,baby,hemd,168.5447012,-101.6923874,-103.4897139,9.881909494,163.851707
p2np_s131,been,herder,226.0103588,98.54372365,88.26412314,29.77786069,133.277676
p2np_s131,duivel,mand,202.5531071,-6.98405435,-62.64275886,-50.55152381,352.558759
p2np_s131,duif,masker,234.5623861,-6.20801235,-26.04001186,-51.61260991,333.102316
p2np_s131,kikker,naald,308.7883006,50.17753165,-21.80757986,-54.48357591,92.91964597
p2np_s131,wortel,nagel,170.8385114,33.68261265,1.805016141,-46.82246991,43.01062397
p2np_s131,kip,panda,211.7882091,77.73068965,-3.531380859,-41.07099231,215.409738
p2np_s131,ladder,ridder,178.328867,87.97254365,105.9492741,-7.983493206,162.941035
p2np_s131,doos,rits,186.0021699,-39.69238735,63.43606714,-59.36750431,181.649312
p2np_s131,wolf,schaar,146.5118695,-74.23703035,-34.06263086,-52.12298731,208.436857
p2np_s131,kast,vlieg,187.767853,-49.90072035,-58.51219186,-56.29145071,286.982364
p2np_s131,cactus,zebra,239.2106326,19.14441865,112.0762581,-28.01572441,182.785985
p2np_s131,lamp,zee,257.8717148,-11.24238735,-87.62929786,-63.70027701,90.34781797
p2np_s132,baby,hemd,80.40708968,-101.6923874,-103.4897139,-201.2086165,298.538292
p2np_s132,been,herder,213.851661,98.54372365,88.26412314,-32.96839591,222.943791
p2np_s132,duivel,mand,42.96149151,-6.98405435,-62.64275886,-246.913688,-122.506359
p2np_s132,duif,masker,175.1573125,-6.20801235,-26.04001186,19.61007539,6.318155966
p2np_s132,kikker,naald,-190.699579,50.17753165,-21.80757986,-156.6578125,194.111315
p2np_s132,wortel,nagel,-398.906054,33.68261265,1.805016141,-194.8912373,62.84319297
p2np_s132,tandarts,pan,224.0249937,100.1586226,-122.7917979,-275.6372688,-161.899977
p2np_s132,kip,panda,178.894473,77.73068965,-3.531380859,-128.7674145,46.42136897
p2np_s132,doos,rits,137.132963,-39.69238735,63.43606714,-330.5243263,-28.14340103
p2np_s132,wolf,schaar,194.6656746,-74.23703035,-34.06263086,9.502593694,96.95942097
p2np_s132,tang,schaduw,190.7234521,-3.74331335,88.51809814,-175.7862953,236.020225
p2np_s132,kast,vlieg,675.8869618,-49.90072035,-58.51219186,-135.4410107,226.005805
p2np_s132,cactus,zebra,119.4773425,19.14441865,112.0762581,-341.2424241,-3.092746034
p2np_s132,lamp,zee,262.1869901,-11.24238735,-87.62929786,-22.61672261,70.00231697
p2np_s133,baby,hemd,225.1328237,-101.6923874,-103.4897139,-35.95568421,114.428008
p2np_s133,been,herder,135.302434,98.54372365,88.26412314,-38.59431911,-132.907154
p2np_s133,duivel,mand,128.4489211,-6.98405435,-62.64275886,-60.71814311,285.600812
p2np_s133,duif,masker,203.3034632,-6.20801235,-26.04001186,-99.46056611,279.399737
p2np_s133,kikker,naald,243.14637,50.17753165,-21.80757986,-67.22041151,84.81184897
p2np_s133,wortel,nagel,169.2493184,33.68261265,1.805016141,-44.61632351,-2.478653034
p2np_s133,tandarts,pan,340.7683998,100.1586226,-122.7917979,-107.4079064,45.88209697
p2np_s133,ladder,ridder,159.6705741,87.97254365,105.9492741,-55.06066961,125.148975
p2np_s133,doos,rits,186.979523,-39.69238735,63.43606714,-103.2513545,168.16952
p2np_s133,wolf,schaar,172.9037349,-74.23703035,-34.06263086,-113.0026043,387.326618
p2np_s133,tang,schaduw,205.3389238,-3.74331335,88.51809814,-84.28079121,56.65294397
p2np_s133,kast,vlieg,256.0339696,-49.90072035,-58.51219186,-53.06602101,77.23535097
p2np_s133,doolhof,vliegtuig,-43.60670613,-65.21161835,253.9651471,-52.44100121,78.77076097
p2np_s133,lamp,zee,210.4450605,-11.24238735,-87.62929786,-36.45624411,-2.159778034
p2np_s134,baby,hemd,96.07008187,-101.6923874,-103.4897139,-59.25155611,220.465743
p2np_s134,been,herder,362.2595555,98.54372365,88.26412314,-136.1486239,117.548122
p2np_s134,duivel,mand,168.6213611,-6.98405435,-62.64275886,-144.9088656,259.732371
p2np_s134,kikker,naald,99.78420536,50.17753165,-21.80757986,-132.9130313,294.299272
p2np_s134,wortel,nagel,51.93792055,33.68261265,1.805016141,-38.64947391,44.67572297
p2np_s134,kip,panda,100.0379702,77.73068965,-3.531380859,-61.98616201,72.15455897
p2np_s134,ladder,ridder,133.2868947,87.97254365,105.9492741,-49.05676641,93.91169997
p2np_s134,doos,rits,159.7633764,-39.69238735,63.43606714,-69.39941141,154.889683
p2np_s134,wolf,schaar,199.4301104,-74.23703035,-34.06263086,-118.4729807,415.74805
p2np_s134,tang,schaduw,127.0599288,-3.74331335,88.51809814,-68.15401821,183.135489
p2np_s134,kast,vlieg,163.4461515,-49.90072035,-58.51219186,-78.37532171,235.029064
p2np_s134,doolhof,vliegtuig,-111.4309409,-65.21161835,253.9651471,-86.54262801,63.97555197
p2np_s134,cactus,zebra,112.339634,19.14441865,112.0762581,-45.71204341,156.732037
p2np_s134,lamp,zee,169.5284175,-11.24238735,-87.62929786,-30.76224881,123.633978
p2np_s135,been,herder,219.455145,98.54372365,88.26412314,-33.78388151,292.405526
p2np_s135,duivel,mand,117.468766,-6.98405435,-62.64275886,-56.18008641,163.876524
p2np_s135,duif,masker,246.6677835,-6.20801235,-26.04001186,-14.60841021,136.990357
p2np_s135,kikker,naald,60.23616357,50.17753165,-21.80757986,13.27091609,107.469453
p2np_s135,wortel,nagel,233.510302,33.68261265,1.805016141,-70.04360971,219.617633
p2np_s135,tandarts,pan,325.5918115,100.1586226,-122.7917979,-31.34473851,356.769865
p2np_s135,ladder,ridder,214.353473,87.97254365,105.9492741,-36.49309961,144.143632
p2np_s135,wolf,schaar,149.788994,-74.23703035,-34.06263086,-64.70859471,102.780397
p2np_s135,tang,schaduw,253.8420728,-3.74331335,88.51809814,-19.09716261,277.584486
p2np_s135,kast,vlieg,183.6127541,-49.90072035,-58.51219186,-63.88814531,231.145987
p2np_s135,doolhof,vliegtuig,-59.54598488,-65.21161835,253.9651471,-33.24095211,136.683608
p2np_s135,lamp,zee,328.7632116,-11.24238735,-87.62929786,-77.98036011,188.470642
