subj,b_name,a_name,b_offA,a_on_c,a_off_c,rolling_b_on_c,rolling_b_off_c
p2np_s110,been,zebra,199.0099127,159.8909456,208.0030971,-54.84672251,-203.642027
p2np_s110,tang,zee,239.6067823,30.45344565,-43.88586286,-86.49890981,-59.16727103
p2np_s110,wortel,zee,124.1481633,36.14292965,-13.54179786,-15.70492621,-142.54833
p2np_s111,doos,herder,280.4804844,-41.42155435,-31.50273486,0.954115394,-117.92215
p2np_s111,wortel,herder,227.0451804,128.5784456,139.0797301,99.87778119,-157.888626
p2np_s111,kast,mand,250.4411708,-14.96040535,-112.0334639,-10.72182211,-156.863427
p2np_s111,wolf,mand,312.3760628,-45.76269935,-109.8647139,74.94621799,-81.34600203
p2np_s111,kast,masker,114.9141363,42.90056165,39.00403614,-1.562122406,-176.830109
p2np_s111,lamp,masker,114.636563,35.62200665,68.93246714,69.74894759,-223.108327
p2np_s111,baby,naald,199.2244309,32.19731865,52.67459114,-38.92605251,-187.680099
p2np_s111,duif,naald,226.5687087,-6.96322035,-30.69457486,-24.83668101,-105.595689
p2np_s111,cactus,nagel,199.0412977,26.23816865,-11.17816086,-11.64464811,-170.86426
p2np_s111,doos,pan,261.5379049,100.7356426,-134.4670429,-20.09739141,-162.299625
p2np_s111,ladder,pan,254.8313784,38.78118965,-176.1667979,-21.84321161,-119.275665
p2np_s111,tang,panda,386.6410279,68.35374365,-83.07478386,18.69338909,-175.753822
p2np_s111,kikker,panda,245.8363256,30.96692665,-115.5277209,-36.50716421,-182.949431
p2np_s111,kip,ridder,220.7177624,6.00668665,20.36311714,-33.27403681,-180.05551
p2np_s111,tandarts,rits,206.7433093,-73.45627635,-26.59085686,-9.800853006,-148.593689
p2np_s111,kikker,rits,561.6153006,-41.21322035,14.11792514,64.88292669,-203.54769
p2np_s111,duivel,schaar,187.1299892,-88.44238735,-30.78485286,-13.90162131,-148.475366
p2np_s111,kip,schaar,289.7055567,-177.5413454,-145.4515199,-68.23232091,-111.583565
p2np_s111,doolhof,schaduw,211.6013614,-89.50072035,6.958646141,-41.43806531,-185.220278
p2np_s111,ladder,schaduw,152.968467,-45.51381635,71.60056314,8.297466194,-248.230591
p2np_s111,cactus,vlieg,241.0822792,-170.2042924,-139.8275119,80.50407429,-97.43933203
p2np_s111,duif,vliegtuig,21.8131736,-89.30651735,144.6838971,-24.24820311,-134.575502
p2np_s111,baby,vliegtuig,112.9704182,-89.46024435,168.4014211,75.27944699,-97.17827003
p2np_s111,tandarts,zebra,191.7841159,-7.74063335,10.47903614,-19.04995171,-175.695508
p2np_s111,been,zebra,314.1115157,159.8909456,208.0030971,58.15672039,-243.953787
p2np_s111,tang,zee,350.0368516,30.45344565,-43.88586286,50.70785289,-218.939999
p2np_s111,wortel,zee,284.5867812,36.14292965,-13.54179786,42.58802599,-191.811511
p2np_s112,lamp,hemd,274.3950913,-55.75720235,-60.49522886,44.20539299,-171.049458
p2np_s112,doolhof,hemd,189.6616392,-81.74000635,-95.57513086,84.47053069,-127.26548
p2np_s112,wortel,herder,200.3055512,128.5784456,139.0797301,16.44207829,-72.10116303
p2np_s112,kast,mand,296.3577708,-14.96040535,-112.0334639,160.246724,-166.004284
p2np_s112,wolf,mand,330.2723408,-45.76269935,-109.8647139,37.08472299,-80.77402203
p2np_s112,kast,masker,352.8737593,42.90056165,39.00403614,30.77206029,-136.224168
p2np_s112,lamp,masker,263.3844819,35.62200665,68.93246714,173.69434,-201.822281
p2np_s112,baby,naald,387.7133039,32.19731865,52.67459114,26.92331809,-114.057949
p2np_s112,doos,pan,434.7110523,100.7356426,-134.4670429,-10.56150491,-70.35156503
p2np_s112,ladder,pan,281.4112856,38.78118965,-176.1667979,-1.499073706,-55.79349203
p2np_s112,tang,panda,405.1652365,68.35374365,-83.07478386,28.65068749,-70.17318103
p2np_s112,kikker,panda,316.0962407,30.96692665,-115.5277209,125.5281865,-145.134566
p2np_s112,duivel,ridder,149.8841102,-15.94238735,14.37784514,54.38448319,-157.789663
p2np_s112,kip,ridder,330.6225621,6.00668665,20.36311714,176.208516,-119.638174
p2np_s112,tandarts,rits,202.9146948,-73.45627635,-26.59085686,35.46064809,-77.33849703
p2np_s112,kikker,rits,722.7102082,-41.21322035,14.11792514,119.511188,-184.306613
p2np_s112,duivel,schaar,139.2625051,-88.44238735,-30.78485286,54.47105629,-165.743308
p2np_s112,kip,schaar,469.9504579,-177.5413454,-145.4515199,84.83078959,-145.565451
p2np_s112,doolhof,schaduw,247.2869372,-89.50072035,6.958646141,59.46620609,-180.453603
p2np_s112,ladder,schaduw,126.0660207,-45.51381635,71.60056314,19.10430919,-91.67469303
p2np_s112,been,vlieg,198.0910261,35.02289065,20.66951214,200.909983,-192.083397
p2np_s112,cactus,vlieg,272.6955518,-170.2042924,-139.8275119,173.0123412,-175.537868
p2np_s112,duif,vliegtuig,120.0556156,-89.30651735,144.6838971,74.48915679,-141.158548
p2np_s112,baby,vliegtuig,161.4574688,-89.46024435,168.4014211,65.20686329,-119.602544
p2np_s112,tandarts,zebra,284.1603419,-7.74063335,10.47903614,61.28570189,-158.414777
p2np_s112,been,zebra,398.8192586,159.8909456,208.0030971,56.91541809,-119.692545
p2np_s112,tang,zee,410.2910082,30.45344565,-43.88586286,31.68440879,-154.637393
p2np_s113,doos,herder,504.5878798,-41.42155435,-31.50273486,150.8254406,-105.834625
p2np_s113,wortel,herder,318.3564358,128.5784456,139.0797301,184.3873279,-153.753923
p2np_s113,kast,mand,380.3419353,-14.96040535,-112.0334639,118.8447246,-60.26999803
p2np_s113,wolf,mand,334.6264878,-45.76269935,-109.8647139,121.0164441,-212.034451
p2np_s113,kast,masker,489.7414076,42.90056165,39.00403614,102.478816,-213.506696
p2np_s113,baby,naald,361.852443,32.19731865,52.67459114,177.3915419,-212.194851
p2np_s113,duif,naald,439.2107583,-6.96322035,-30.69457486,153.0960138,-229.789658
p2np_s113,cactus,nagel,383.9408791,26.23816865,-11.17816086,128.2136355,-94.81062703
p2np_s113,wolf,nagel,324.6749763,46.27785065,56.81236914,141.3305242,-100.720857
p2np_s113,doos,pan,482.317113,100.7356426,-134.4670429,188.0709187,-226.365697
p2np_s113,ladder,pan,482.7766015,38.78118965,-176.1667979,176.6760633,-158.57987
p2np_s113,tang,panda,475.2099945,68.35374365,-83.07478386,185.5164049,-187.50984
p2np_s113,kikker,panda,420.2079748,30.96692665,-115.5277209,168.7028554,-142.224151
p2np_s113,kip,ridder,317.7331178,6.00668665,20.36311714,154.4979151,-136.0281
p2np_s113,tandarts,rits,307.3063567,-73.45627635,-26.59085686,160.4912062,-120.278084
p2np_s113,kikker,rits,334.8592313,-41.21322035,14.11792514,134.5909675,-75.04264003
p2np_s113,duivel,schaar,312.4056788,-88.44238735,-30.78485286,182.6958217,-122.215301
p2np_s113,kip,schaar,366.5158069,-177.5413454,-145.4515199,123.0025398,-123.477619
p2np_s113,doolhof,schaduw,413.6461179,-89.50072035,6.958646141,176.4588691,-152.785123
p2np_s113,ladder,schaduw,353.5671782,-45.51381635,71.60056314,207.7461655,-270.417616
p2np_s113,cactus,vlieg,427.3146284,-170.2042924,-139.8275119,155.279594,-82.88444003
p2np_s113,duif,vliegtuig,254.3197605,-89.30651735,144.6838971,196.5168088,-188.534411
p2np_s113,baby,vliegtuig,236.6554185,-89.46024435,168.4014211,170.029084,-106.698372
p2np_s113,tandarts,zebra,314.3112628,-7.74063335,10.47903614,213.5246059,-275.448613
p2np_s113,been,zebra,425.8023244,159.8909456,208.0030971,126.9700001,-102.21462
p2np_s113,tang,zee,454.3522679,30.45344565,-43.88586286,144.8042481,-115.518652
p2np_s113,wortel,zee,382.4613548,36.14292965,-13.54179786,145.4417491,-204.076987
p2np_s114,doolhof,hemd,285.236358,-81.74000635,-95.57513086,-186.4147175,-81.65570003
p2np_s114,doos,herder,48.91978376,-41.42155435,-31.50273486,-147.9446163,-212.28677
p2np_s114,kast,mand,69.46446996,-14.96040535,-112.0334639,-164.7755305,-159.43368
p2np_s114,wolf,mand,84.61514989,-45.76269935,-109.8647139,-171.4913529,-185.741951
p2np_s114,kast,masker,120.8102711,42.90056165,39.00403614,-211.183818,-90.12711303
p2np_s114,lamp,masker,-30.08712845,35.62200665,68.93246714,-183.3518504,-247.908394
p2np_s114,baby,naald,16.97380408,32.19731865,52.67459114,-135.5518086,-113.320217
p2np_s114,duif,naald,109.6049986,-6.96322035,-30.69457486,-126.1643215,-187.333601
p2np_s114,cactus,nagel,65.70436063,26.23816865,-11.17816086,-128.405376,-148.6252
p2np_s114,wolf,nagel,-124.1761757,46.27785065,56.81236914,-187.7340581,-239.1649
p2np_s114,doos,pan,117.405848,100.7356426,-134.4670429,-139.5073757,-146.876531
p2np_s114,ladder,pan,121.5710808,38.78118965,-176.1667979,-154.0947441,-202.893388
p2np_s114,tang,panda,228.4355937,68.35374365,-83.07478386,-206.274623,-209.26104
p2np_s114,kikker,panda,67.16106281,30.96692665,-115.5277209,-144.9103287,-227.284293
p2np_s114,duivel,ridder,47.19796445,-15.94238735,14.37784514,-129.7330877,-250.616147
p2np_s114,kip,ridder,77.82590531,6.00668665,20.36311714,-156.859542,-175.633838
p2np_s114,kikker,rits,-8.947748801,-41.21322035,14.11792514,-172.8036363,-221.325833
p2np_s114,duivel,schaar,173.7844006,-88.44238735,-30.78485286,-213.6834923,-213.796491
p2np_s114,kip,schaar,78.52809162,-177.5413454,-145.4515199,-148.4011461,-216.512725
p2np_s114,doolhof,schaduw,98.74248349,-89.50072035,6.958646141,-165.9806136,-205.955935
p2np_s114,ladder,schaduw,33.74834592,-45.51381635,71.60056314,-180.0305718,-191.577798
p2np_s114,been,vlieg,90.82044184,35.02289065,20.66951214,-184.3017662,-201.246811
p2np_s114,cactus,vlieg,39.31313596,-170.2042924,-139.8275119,-176.5992123,-216.889471
p2np_s114,duif,vliegtuig,-107.341165,-89.30651735,144.6838971,-142.1351207,-274.239407
p2np_s114,baby,vliegtuig,-45.64978248,-89.46024435,168.4014211,-178.4595589,-75.19410203
p2np_s114,tang,zee,80.05854005,30.45344565,-43.88586286,-169.4764892,-141.59307
p2np_s114,wortel,zee,-31.47335122,36.14292965,-13.54179786,-106.1345473,-148.904559
p2np_s115,lamp,hemd,98.03515291,-55.75720235,-60.49522886,9.740115494,-296.643709
p2np_s115,doolhof,hemd,173.9233646,-81.74000635,-95.57513086,-90.71682691,-212.231143
p2np_s115,doos,herder,179.0051541,-41.42155435,-31.50273486,-34.93398501,-179.874617
p2np_s115,wortel,herder,89.98841918,128.5784456,139.0797301,-64.83699891,-206.302158
p2np_s115,kast,mand,212.7210121,-14.96040535,-112.0334639,63.38231809,-144.910385
p2np_s115,wolf,mand,158.6588694,-45.76269935,-109.8647139,-110.6118718,-122.627851
p2np_s115,kast,masker,184.3422052,42.90056165,39.00403614,-41.77754911,-180.740487
p2np_s115,baby,naald,42.02603086,32.19731865,52.67459114,-29.11209651,-216.398076
p2np_s115,duif,naald,111.394013,-6.96322035,-30.69457486,-65.51452981,-174.326104
p2np_s115,cactus,nagel,209.2401871,26.23816865,-11.17816086,-114.8358331,-152.64409
p2np_s115,wolf,nagel,153.812565,46.27785065,56.81236914,-105.4874499,-131.347914
p2np_s115,doos,pan,356.3028923,100.7356426,-134.4670429,-86.58753291,-151.059535
p2np_s115,ladder,pan,216.7590286,38.78118965,-176.1667979,9.536546494,-289.542521
p2np_s115,duivel,ridder,211.9700933,-15.94238735,14.37784514,3.009041694,-315.615414
p2np_s115,tandarts,rits,233.610486,-73.45627635,-26.59085686,34.34765659,-133.270293
p2np_s115,kikker,rits,770.8170604,-41.21322035,14.11792514,-83.13014311,-108.297695
p2np_s115,kip,schaar,294.5183956,-177.5413454,-145.4515199,-22.90679191,-206.030204
p2np_s115,ladder,schaduw,166.2598416,-45.51381635,71.60056314,39.22171639,-120.077023
p2np_s115,been,vlieg,133.0367602,35.02289065,20.66951214,-19.91841781,-223.947221
p2np_s115,cactus,vlieg,188.1203803,-170.2042924,-139.8275119,13.71808459,-251.561554
p2np_s115,duif,vliegtuig,14.31240447,-89.30651735,144.6838971,-56.71086681,-243.820806
p2np_s115,baby,vliegtuig,4.807707142,-89.46024435,168.4014211,68.17078809,-154.927326
p2np_s115,tandarts,zebra,181.2727631,-7.74063335,10.47903614,-51.20629021,-265.026454
p2np_s115,been,zebra,180.0198821,159.8909456,208.0030971,-41.52697291,-190.272685
p2np_s115,tang,zee,267.0146012,30.45344565,-43.88586286,40.74191079,-85.61553503
p2np_s115,wortel,zee,229.7844579,36.14292965,-13.54179786,-48.23689161,-161.323351
p2np_s116,lamp,hemd,211.0592231,-55.75720235,-60.49522886,-4.654777206,-327.500202
p2np_s116,doolhof,hemd,374.2286189,-81.74000635,-95.57513086,-108.6998215,-126.956503
p2np_s116,doos,herder,489.9976676,-41.42155435,-31.50273486,-67.81185461,-320.489829
p2np_s116,wortel,herder,112.9884528,128.5784456,139.0797301,-2.165308606,-299.261863
p2np_s116,kast,mand,83.9120608,-14.96040535,-112.0334639,20.39876469,-352.330673
p2np_s116,wolf,mand,174.2122804,-45.76269935,-109.8647139,-125.9909589,-154.16256
p2np_s116,kast,masker,181.0848981,42.90056165,39.00403614,-88.37695101,-110.925443
p2np_s116,lamp,masker,147.1371966,35.62200665,68.93246714,-70.06751211,-190.007313
p2np_s116,baby,naald,96.9264937,32.19731865,52.67459114,20.25319769,-364.796484
p2np_s116,duif,naald,147.7582497,-6.96322035,-30.69457486,-30.97037021,-298.83557
p2np_s116,cactus,nagel,151.5085555,26.23816865,-11.17816086,14.56570099,-242.989974
p2np_s116,wolf,nagel,86.51934882,46.27785065,56.81236914,-104.6016298,-188.252885
p2np_s116,ladder,pan,188.4286424,38.78118965,-176.1667979,-140.4789965,-206.222111
p2np_s116,tang,panda,193.0905286,68.35374365,-83.07478386,-88.52526651,-273.94258
p2np_s116,kikker,panda,144.2880329,30.96692665,-115.5277209,-94.49087931,-188.611014
p2np_s116,duivel,ridder,89.52346918,-15.94238735,14.37784514,-107.6786731,-158.192522
p2np_s116,kip,ridder,158.9926054,6.00668665,20.36311714,-43.63056491,-287.114493
p2np_s116,tandarts,rits,87.28473009,-73.45627635,-26.59085686,30.46772729,-220.259529
p2np_s116,duivel,schaar,172.2387377,-88.44238735,-30.78485286,12.46561339,-273.161622
p2np_s116,kip,schaar,236.5180167,-177.5413454,-145.4515199,10.78088989,-343.161986
p2np_s116,doolhof,schaduw,127.4139316,-89.50072035,6.958646141,-90.88808671,-146.051018
p2np_s116,ladder,schaduw,35.96559639,-45.51381635,71.60056314,-86.46550151,-130.312948
p2np_s116,duif,vliegtuig,67.26563486,-89.30651735,144.6838971,-82.46168241,-131.90239
p2np_s116,baby,vliegtuig,-71.34000781,-89.46024435,168.4014211,-59.33688411,-162.0754
p2np_s116,tandarts,zebra,342.3304607,-7.74063335,10.47903614,-1.436928806,-331.612212
p2np_s116,been,zebra,170.3689373,159.8909456,208.0030971,-88.00299091,-145.733893
p2np_s116,wortel,zee,227.5100622,36.14292965,-13.54179786,-31.21734251,-302.421652
p2np_s117,lamp,hemd,223.5279447,-55.75720235,-60.49522886,-1.854204006,-114.819108
p2np_s117,doolhof,hemd,275.3062171,-81.74000635,-95.57513086,6.847591194,-172.312704
p2np_s117,doos,herder,228.4296956,-41.42155435,-31.50273486,-18.26800721,-69.54799103
p2np_s117,wortel,herder,176.3123659,128.5784456,139.0797301,56.58962489,-224.57604
p2np_s117,kast,mand,269.3788823,-14.96040535,-112.0334639,-51.64321301,-19.10479903
p2np_s117,wolf,mand,158.3592032,-45.76269935,-109.8647139,-32.67954431,24.30924597
p2np_s117,kast,masker,170.1782233,42.90056165,39.00403614,1.428575994,-85.06796703
p2np_s117,lamp,masker,219.2038872,35.62200665,68.93246714,-16.32269451,-9.908407034
p2np_s117,baby,naald,187.1940084,32.19731865,52.67459114,19.48294269,-76.41257203
p2np_s117,duif,naald,235.6520109,-6.96322035,-30.69457486,-58.89072461,16.75522397
p2np_s117,cactus,nagel,265.3439371,26.23816865,-11.17816086,-26.35769351,14.57858597
p2np_s117,wolf,nagel,214.756661,46.27785065,56.81236914,-2.521211306,-112.953659
p2np_s117,doos,pan,311.1350914,100.7356426,-134.4670429,-25.88816221,-38.38135003
p2np_s117,ladder,pan,318.8151931,38.78118965,-176.1667979,7.790277694,-22.39038503
p2np_s117,kikker,panda,300.0266382,30.96692665,-115.5277209,-25.58591561,-82.69174903
p2np_s117,duivel,ridder,226.6480259,-15.94238735,14.37784514,5.825178194,-89.13893503
p2np_s117,kip,ridder,206.6436232,6.00668665,20.36311714,-5.300222606,-37.03575903
p2np_s117,tandarts,rits,139.0923955,-73.45627635,-26.59085686,46.16615899,-200.948742
p2np_s117,kikker,rits,173.0247135,-41.21322035,14.11792514,-33.29423371,93.82821397
p2np_s117,kip,schaar,240.7580379,-177.5413454,-145.4515199,39.25745459,-113.097142
p2np_s117,ladder,schaduw,180.2255538,-45.51381635,71.60056314,-14.80287081,-36.78361803
p2np_s117,duif,vliegtuig,68.97583595,-89.30651735,144.6838971,-31.35716711,-69.96240803
p2np_s117,baby,vliegtuig,22.81186046,-89.46024435,168.4014211,-20.94311191,-29.57281403
p2np_s117,tandarts,zebra,169.9512662,-7.74063335,10.47903614,-20.64183141,-122.84916
p2np_s117,been,zebra,335.6852342,159.8909456,208.0030971,-3.396757206,-80.77290503
p2np_s117,tang,zee,284.8580697,30.45344565,-43.88586286,33.65365559,-165.902049
p2np_s117,wortel,zee,290.2474875,36.14292965,-13.54179786,-7.501921406,-62.32036203
p2np_s118,doolhof,hemd,117.4170019,-81.74000635,-95.57513086,8.001468894,-149.862498
p2np_s118,doos,herder,273.7818289,-41.42155435,-31.50273486,8.834644394,-90.22084303
p2np_s118,kast,mand,228.4364423,-14.96040535,-112.0334639,12.90685499,-146.882981
p2np_s118,wolf,mand,257.0216019,-45.76269935,-109.8647139,61.82088679,-59.63870903
p2np_s118,kast,masker,195.624927,42.90056165,39.00403614,72.69429549,-113.988247
p2np_s118,lamp,masker,111.1054633,35.62200665,68.93246714,86.06869209,-152.548023
p2np_s118,baby,naald,222.0373461,32.19731865,52.67459114,18.67679069,-129.253787
p2np_s118,cactus,nagel,224.0137933,26.23816865,-11.17816086,0.645851594,-149.138877
p2np_s118,wolf,nagel,99.50368417,46.27785065,56.81236914,19.36269709,-198.37427
p2np_s118,doos,pan,309.0195847,100.7356426,-134.4670429,-9.471219706,-77.75551703
p2np_s118,ladder,pan,226.7268598,38.78118965,-176.1667979,-5.447931006,-151.703422
p2np_s118,tang,panda,422.4769619,68.35374365,-83.07478386,-11.41127771,-120.39072
p2np_s118,kikker,panda,274.5991498,30.96692665,-115.5277209,7.189823094,-154.061632
p2np_s118,duivel,ridder,204.2880487,-15.94238735,14.37784514,11.94661779,-130.750821
p2np_s118,tandarts,rits,224.5710976,-73.45627635,-26.59085686,62.99042539,-115.791744
p2np_s118,kikker,rits,652.5140276,-41.21322035,14.11792514,8.477054494,-146.702743
p2np_s118,duivel,schaar,223.5568242,-88.44238735,-30.78485286,-13.65562781,-64.57087103
p2np_s118,doolhof,schaduw,213.7347797,-89.50072035,6.958646141,-17.27759831,-70.33164403
p2np_s118,ladder,schaduw,52.36163399,-45.51381635,71.60056314,32.43196039,-147.564123
p2np_s118,been,vlieg,283.9915996,35.02289065,20.66951214,-57.41280391,-117.790841
p2np_s118,cactus,vlieg,197.3142153,-170.2042924,-139.8275119,-15.28982091,-155.708463
p2np_s118,tandarts,zebra,222.3101859,-7.74063335,10.47903614,-14.85892481,-179.078216
p2np_s118,been,zebra,250.8870246,159.8909456,208.0030971,51.10632499,-65.17303203
p2np_s118,tang,zee,305.6874844,30.45344565,-43.88586286,-14.80435681,-141.836703
p2np_s118,wortel,zee,177.4592209,36.14292965,-13.54179786,-2.441084706,-91.54215603
p2np_s119,lamp,hemd,113.949069,-55.75720235,-60.49522886,-125.1148822,-134.280821
p2np_s119,doolhof,hemd,222.1141527,-81.74000635,-95.57513086,-37.23285601,-216.788033
p2np_s119,doos,herder,192.0026266,-41.42155435,-31.50273486,-25.04979111,-194.907946
p2np_s119,wortel,herder,166.3003639,128.5784456,139.0797301,-130.0398587,-134.911984
p2np_s119,kast,mand,118.4091897,-14.96040535,-112.0334639,-124.3227072,-107.902122
p2np_s119,wolf,mand,161.1988282,-45.76269935,-109.8647139,-102.6468376,-141.428815
p2np_s119,kast,masker,108.3938642,42.90056165,39.00403614,-141.0040387,-156.413192
p2np_s119,lamp,masker,52.74899186,35.62200665,68.93246714,-81.51185681,-160.54314
p2np_s119,baby,naald,107.5615262,32.19731865,52.67459114,-128.1004768,-145.733836
p2np_s119,duif,naald,322.5909523,-6.96322035,-30.69457486,-82.45511851,-224.646189
p2np_s119,cactus,nagel,78.50130895,26.23816865,-11.17816086,-136.142282,-182.965406
p2np_s119,wolf,nagel,94.60312549,46.27785065,56.81236914,-16.28801561,-187.10982
p2np_s119,doos,pan,192.4227597,100.7356426,-134.4670429,-58.18746391,-116.413756
p2np_s119,ladder,pan,266.8032437,38.78118965,-176.1667979,-13.09129481,-158.264827
p2np_s119,tang,panda,237.6415416,68.35374365,-83.07478386,-108.7123017,-136.025241
p2np_s119,kikker,panda,230.7142714,30.96692665,-115.5277209,-51.26845461,-215.136941
p2np_s119,kip,ridder,160.5362786,6.00668665,20.36311714,-146.5337634,-104.215105
p2np_s119,tandarts,rits,137.2980377,-73.45627635,-26.59085686,-24.24883651,-184.530867
p2np_s119,duivel,schaar,117.2584357,-88.44238735,-30.78485286,-15.33315481,-210.756156
p2np_s119,kip,schaar,132.210145,-177.5413454,-145.4515199,-93.19688571,-142.51601
p2np_s119,doolhof,schaduw,150.9833975,-89.50072035,6.958646141,-157.8098178,-107.320455
p2np_s119,ladder,schaduw,76.08332887,-45.51381635,71.60056314,-58.32799721,-201.365557
p2np_s119,been,vlieg,137.0165259,35.02289065,20.66951214,-120.8989411,-98.31996103
p2np_s119,duif,vliegtuig,-58.89835071,-89.30651735,144.6838971,-96.92476811,-188.204873
p2np_s119,tandarts,zebra,92.7196291,-7.74063335,10.47903614,-39.61570091,-242.560593
p2np_s119,wortel,zee,120.595776,36.14292965,-13.54179786,-38.02432191,-202.291832
p2np_s120,lamp,hemd,80.26709138,-55.75720235,-60.49522886,-147.1933363,-141.496389
p2np_s120,doolhof,hemd,112.8124292,-81.74000635,-95.57513086,-127.4895391,-97.13651203
p2np_s120,doos,herder,139.3100993,-41.42155435,-31.50273486,-7.778984906,-211.395752
p2np_s120,wortel,herder,36.49991265,128.5784456,139.0797301,-44.99407221,-254.35155
p2np_s120,kast,mand,171.3931115,-14.96040535,-112.0334639,-127.2105815,-154.785299
p2np_s120,wolf,mand,207.6797421,-45.76269935,-109.8647139,-65.83564991,-164.364054
p2np_s120,kast,masker,94.80952267,42.90056165,39.00403614,-50.97486421,-204.681128
p2np_s120,lamp,masker,63.6583124,35.62200665,68.93246714,-84.12350061,-153.516577
p2np_s120,baby,naald,133.3758136,32.19731865,52.67459114,-104.1749573,-178.41316
p2np_s120,duif,naald,68.78010624,-6.96322035,-30.69457486,-146.8283092,-102.763066
p2np_s120,cactus,nagel,96.74271752,26.23816865,-11.17816086,8.978216394,-225.493829
p2np_s120,tang,panda,260.5527044,68.35374365,-83.07478386,-84.70917921,-153.575823
p2np_s120,kikker,panda,377.1823556,30.96692665,-115.5277209,-50.40483651,-196.304893
p2np_s120,duivel,ridder,77.78647428,-15.94238735,14.37784514,-108.4740357,-172.427148
p2np_s120,kip,ridder,338.7745933,6.00668665,20.36311714,-35.85756921,-170.994537
p2np_s120,kikker,rits,36.04692271,-41.21322035,14.11792514,-76.59198051,-164.579543
p2np_s120,duivel,schaar,148.300244,-88.44238735,-30.78485286,-152.4208315,-139.279182
p2np_s120,kip,schaar,124.7747427,-177.5413454,-145.4515199,-122.5054813,-116.738166
p2np_s120,doolhof,schaduw,117.1795565,-89.50072035,6.958646141,-17.38238301,-258.421218
p2np_s120,ladder,schaduw,89.03099091,-45.51381635,71.60056314,-137.1375146,-152.876625
p2np_s120,cactus,vlieg,110.8740417,-170.2042924,-139.8275119,-20.64420781,-216.359247
p2np_s120,baby,vliegtuig,-71.4337349,-89.46024435,168.4014211,-12.69074141,-167.993669
p2np_s120,tandarts,zebra,129.6252738,-7.74063335,10.47903614,-134.4526893,-121.528811
p2np_s120,been,zebra,194.2908077,159.8909456,208.0030971,-135.7331364,-174.78582
p2np_s120,tang,zee,205.0875065,30.45344565,-43.88586286,-153.3147264,-141.173811
p2np_s120,wortel,zee,44.54627842,36.14292965,-13.54179786,-117.6587157,-121.128429
p2np_s121,lamp,hemd,269.1987538,-55.75720235,-60.49522886,128.6432926,-175.109753
p2np_s121,doolhof,hemd,247.4059591,-81.74000635,-95.57513086,79.07763429,-104.118781
p2np_s121,wortel,herder,269.7852184,128.5784456,139.0797301,121.2931582,-205.687931
p2np_s121,kast,mand,160.207214,-14.96040535,-112.0334639,160.119626,-215.948804
p2np_s121,wolf,mand,269.5182123,-45.76269935,-109.8647139,8.519032494,21.91851997
p2np_s121,kast,masker,149.5793322,42.90056165,39.00403614,42.71666099,-131.456039
p2np_s121,lamp,masker,234.9968249,35.62200665,68.93246714,63.80058719,-89.17734103
p2np_s121,baby,naald,319.6294182,32.19731865,52.67459114,52.87120829,55.45184697
p2np_s121,duif,naald,193.9487987,-6.96322035,-30.69457486,57.83054369,-149.660226
p2np_s121,cactus,nagel,323.4997313,26.23816865,-11.17816086,58.87054369,-146.915511
p2np_s121,wolf,nagel,225.5866166,46.27785065,56.81236914,7.757562394,-38.10441503
p2np_s121,doos,pan,450.7175344,100.7356426,-134.4670429,105.1550825,-140.183062
p2np_s121,ladder,pan,327.3137466,38.78118965,-176.1667979,143.6932836,-189.626649
p2np_s121,tang,panda,514.5962067,68.35374365,-83.07478386,66.16172479,-93.65896603
p2np_s121,kikker,panda,284.5913882,30.96692665,-115.5277209,49.74144949,-50.15617003
p2np_s121,duivel,ridder,270.844946,-15.94238735,14.37784514,128.2508369,-200.701252
p2np_s121,tandarts,rits,170.7021651,-73.45627635,-26.59085686,179.2401665,-255.04621
p2np_s121,kikker,rits,845.1910783,-41.21322035,14.11792514,16.52335459,-213.192372
p2np_s121,duivel,schaar,266.3048676,-88.44238735,-30.78485286,13.69102149,-119.637583
p2np_s121,kip,schaar,233.5054572,-177.5413454,-145.4515199,129.1236301,-126.511385
p2np_s121,ladder,schaduw,340.3470777,-45.51381635,71.60056314,-1.294103406,-26.19631503
p2np_s121,been,vlieg,330.8747964,35.02289065,20.66951214,84.92171679,-98.45545203
p2np_s121,cactus,vlieg,298.2478739,-170.2042924,-139.8275119,126.3435297,-177.445179
p2np_s121,duif,vliegtuig,85.16931324,-89.30651735,144.6838971,79.50058479,-139.627824
p2np_s121,tandarts,zebra,244.1459169,-7.74063335,10.47903614,6.390940494,-83.66572003
p2np_s121,been,zebra,294.7075298,159.8909456,208.0030971,2.773100194,-16.60155503
p2np_s121,tang,zee,313.7904921,30.45344565,-43.88586286,21.83467169,-146.712811
p2np_s122,doolhof,hemd,89.15549887,-81.74000635,-95.57513086,-138.2506426,-203.226916
p2np_s122,doos,herder,199.8581356,-41.42155435,-31.50273486,32.20629469,-201.453353
p2np_s122,wortel,herder,70.59134081,128.5784456,139.0797301,-130.0004471,-127.704416
p2np_s122,kast,mand,190.4581383,-14.96040535,-112.0334639,-31.77078181,-194.873185
p2np_s122,wolf,mand,83.06941239,-45.76269935,-109.8647139,-112.657187,-201.275179
p2np_s122,kast,masker,122.7288396,42.90056165,39.00403614,-52.86747971,-234.826207
p2np_s122,baby,naald,47.29239818,32.19731865,52.67459114,-133.7132787,-100.210045
